term,definition,category
outdoor cable route,"A electrical term meaning dış ortam kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
overcurrent alarm,"A electrical term meaning aşırı akım alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
overcurrent protection,"A electrical term meaning aşırı akım koruması, used in site, drawing, installation or coordination contexts.",electrical systems
override lighting controls,"A electrical term meaning aydınlatma kontrolünü manuel geçersiz kılma, used in site, drawing, installation or coordination contexts.",electrical systems
overvoltage,"A electrical term meaning aşırı gerilim, used in site, drawing, installation or coordination contexts.",electrical systems
overvoltage alarm,"A electrical term meaning aşırı gerilim alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
overvoltage protection,"A electrical term meaning aşırı gerilim koruması, used in site, drawing, installation or coordination contexts.",electrical systems
panel boards,"A electrical term meaning pano boards, used in site, drawing, installation or coordination contexts.",electrical systems
panel schedule review,"A electrical term meaning pano yük cetveli incelemesi, used in site, drawing, installation or coordination contexts.",electrical systems
panel schedule status,"A electrical term meaning pano yük cetveli durumu, used in site, drawing, installation or coordination contexts.",electrical systems
patch cable,"A electrical term meaning patch kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
patch cable route,"A electrical term meaning patch kablo güzergâhı, used in site, drawing, installation or coordination contexts.",electrical systems
PDU alarm,"A electrical term meaning PDU alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
PDU checklist,"A electrical term meaning PDU kontrol listesi, used in site, drawing, installation or coordination contexts.",electrical systems
PDU connection,"A electrical term meaning PDU bağlantısı, used in site, drawing, installation or coordination contexts.",electrical systems
PDU datasheet,"A electrical term meaning PDU veri sayfası, used in site, drawing, installation or coordination contexts.",electrical systems
PDU detail,"A electrical term meaning PDU detayı, used in site, drawing, installation or coordination contexts.",electrical systems
PDU fault,"A electrical term meaning PDU arızası, used in site, drawing, installation or coordination contexts.",electrical systems
PDU inspection,"A electrical term meaning PDU kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
PDU interface,"A electrical term meaning PDU arayüzü, used in site, drawing, installation or coordination contexts.",electrical systems
PDU layout,"A electrical term meaning PDU yerleşimi, used in site, drawing, installation or coordination contexts.",electrical systems
PDU maintenance,"A electrical term meaning PDU bakımı, used in site, drawing, installation or coordination contexts.",electrical systems
PDU manual,"A electrical term meaning PDU kılavuzu, used in site, drawing, installation or coordination contexts.",electrical systems
PDU nameplate,"A electrical term meaning PDU etiket plakası, used in site, drawing, installation or coordination contexts.",electrical systems
PDU procedure,"A electrical term meaning PDU prosedürü, used in site, drawing, installation or coordination contexts.",electrical systems
PDU report,"A electrical term meaning PDU raporu, used in site, drawing, installation or coordination contexts.",electrical systems
PDU schedule,"A electrical term meaning PDU programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
PDU status,"A electrical term meaning PDU durumu, used in site, drawing, installation or coordination contexts.",electrical systems
PDU testing,"A electrical term meaning PDU testi, used in site, drawing, installation or coordination contexts.",electrical systems
perforated cable ladder,"A electrical term meaning delikli kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
perforated cable tray,"A electrical term meaning delikli kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
perforated cable trunking,"A electrical term meaning delikli kablo kanalı, used in site, drawing, installation or coordination contexts.",electrical systems
