term,definition,category
SSL certificate,"A software term meaning SSL sertifikası, used in site, drawing, installation or coordination contexts.",networking dev
network latency,"A software term meaning ağ gecikmesi, used in site, drawing, installation or coordination contexts.",networking dev
bandwidth throttling,"A software term meaning bant genişliği kısıtlama, used in site, drawing, installation or coordination contexts.",networking dev
proxy server,"A software term meaning vekil sunucu (proxy), used in site, drawing, installation or coordination contexts.",networking dev
VPN,"A software term meaning sanal özel ağ (VPN), used in site, drawing, installation or coordination contexts.",networking dev
packet,"A software term meaning paket (ağ), used in site, drawing, installation or coordination contexts.",networking dev
socket connection,"A software term meaning soket bağlantısı, used in site, drawing, installation or coordination contexts.",networking dev
load balancing algorithm,"A software term meaning yük dengeleme algoritması, used in site, drawing, installation or coordination contexts.",networking dev
WebSocket connection,"A software term meaning WebSocket bağlantısı, used in site, drawing, installation or coordination contexts.",networking dev
TLS handshake,"A software term meaning TLS el sıkışması, used in site, drawing, installation or coordination contexts.",networking dev
CDN edge server,"A software term meaning CDN uç sunucusu, used in site, drawing, installation or coordination contexts.",networking dev
DNS resolution,"A software term meaning DNS çözümlemesi, used in site, drawing, installation or coordination contexts.",networking dev
network throughput,"A software term meaning ağ verim hızı, used in site, drawing, installation or coordination contexts.",networking dev
reverse proxy,"A software term meaning ters vekil sunucu, used in site, drawing, installation or coordination contexts.",networking dev
network protocol stack,"A software term meaning ağ protokol yığını, used in site, drawing, installation or coordination contexts.",networking dev
content negotiation,"A software term meaning içerik anlaşması (content negotiation), used in site, drawing, installation or coordination contexts.",networking dev
network partition tolerance,"A software term meaning ağ bölünmesine dayanıklılık, used in site, drawing, installation or coordination contexts.",networking dev
QUIC protocol,"A software term meaning QUIC protokolü, used in site, drawing, installation or coordination contexts.",networking dev
multi-path TCP optimization,"A software term meaning çok yollu TCP optimizasyonu, used in site, drawing, installation or coordination contexts.",networking dev
connect to internet,"A software term meaning internete bağlanma, used in site, drawing, installation or coordination contexts.",networking dev
network timeout,"A software term meaning ağ zaman aşımı, used in site, drawing, installation or coordination contexts.",networking dev
network throttling,"A software term meaning ağ hız kısıtlaması, used in site, drawing, installation or coordination contexts.",networking dev
password policy,"A software term meaning parola politikası, used in site, drawing, installation or coordination contexts.",cybersecurity
virus,"A software term meaning virüs (bilgisayar), used in site, drawing, installation or coordination contexts.",cybersecurity
antivirus,"A software term meaning antivirüs, used in site, drawing, installation or coordination contexts.",cybersecurity
encryption,"A software term meaning şifreleme, used in site, drawing, installation or coordination contexts.",cybersecurity
